Age,Annual Income,Loan Amount,Credit Score,Employment Length,Debt-to-Income Ratio,Number of Previous Defaults,Loan Term,Home Ownership,Loan Purpose,Loan Status
44,35290.0,4667,552,25.0,0.21460310558134552,0,48,Mortgage,Personal,0
33,56241.0,2198,377,36.0,0.45660782322162485,0,48,Own,Business,1
49,94229.0,44831,560,2.0,0.34666313839827345,0,48,Mortgage,Business,0
50,,35070,378,39.0,0.20033695105050145,0,60,Own,Business,0
59,48385.0,36587,305,13.0,0.3884726213219801,0,12,Mortgage,Auto,1
52,30070.0,40025,532,37.0,0.4391250302315688,1,12,Mortgage,Education,1
44,67754.0,8690,681,23.0,0.5892981669564916,0,48,Rent,Business,1
60,25289.0,25744,837,23.0,0.3778614345624458,0,60,Own,Education,0
25,141915.0,5024,328,18.0,0.12492343705722717,1,24,Own,Auto,1
21,49684.0,1964,386,38.0,0.26084202333351725,1,12,Mortgage,Education,0
31,125967.0,43577,546,14.0,0.15803182532533702,1,60,Rent,Personal,1
63,148650.0,31908,551,10.0,0.2842647366732287,0,24,Mortgage,Auto,1
62,46606.0,18440,512,1.0,0.2981717229155184,0,60,Mortgage,Auto,1
50,101438.0,34485,573,10.0,0.1655211045727162,1,36,Own,Business,1
37,55035.0,24583,724,12.0,0.4542966538110015,0,12,Rent,Business,1
24,46490.0,41701,547,32.0,0.5924767164627752,1,36,Rent,Business,1
52,32952.0,17240,382,22.0,0.4017496474858504,0,24,Rent,Business,1
44,78559.0,47705,834,37.0,0.4924341559969442,2,48,Rent,Auto,1
56,41863.0,45055,764,21.0,0.5119585139137446,0,48,Mortgage,Business,0
47,104114.0,24321,683,10.0,0.5392559859056256,0,48,Rent,Personal,0
39,26982.0,36351,395,20.0,0.22133567516590227,0,36,Rent,Personal,0
45,94843.0,7709,458,35.0,0.5267013610904392,0,60,Rent,Auto,1
48,107229.0,35303,389,5.0,0.361130202264508,1,24,Own,Business,1
22,85533.0,48510,818,12.0,0.5986722746417491,0,60,Rent,Education,0
65,96045.0,26180,677,17.0,0.21342354775052821,0,48,Mortgage,Personal,0
37,68731.0,42866,749,19.0,0.21204129578900163,0,36,Own,Auto,1
48,109012.0,3397,627,29.0,0.410582048137753,0,24,Own,Auto,0
35,139804.0,45782,802,27.0,0.5745660764583322,0,12,Mortgage,Personal,0
40,29096.0,6555,407,18.0,0.1954848948335979,0,48,Mortgage,Education,0
48,90714.0,11898,746,1.0,0.27894426536284467,1,12,Rent,Home Improvement,0
50,78504.0,43807,767,37.0,0.1730351919791769,0,24,Rent,Personal,0
68,20893.0,46811,352,5.0,0.39968780503351165,0,24,Mortgage,Personal,1
23,98700.0,21163,436,10.0,0.16605570068183348,1,24,Mortgage,Education,1
52,136997.0,18984,747,17.0,0.32658701448436633,0,48,Rent,Business,0
61,118603.0,21250,655,24.0,0.23270294379745324,0,48,Mortgage,Business,0
68,67381.0,19947,511,23.0,0.11830485792110043,0,48,Rent,Home Improvement,1
22,78153.0,11233,316,7.0,0.4918037243999497,0,48,Mortgage,Education,0
20,101814.0,21856,793,35.0,0.3506714402123897,0,36,Rent,Business,0
56,125716.0,19449,697,17.0,0.39755856541230195,0,36,Own,Education,1
33,125649.0,20467,755,37.0,0.29335766363608207,0,48,Rent,Home Improvement,0
53,129334.0,26362,595,7.0,0.24115552892710337,0,48,Rent,Personal,1
53,28010.0,27769,571,16.0,0.529783794405557,2,24,Mortgage,Education,1
42,138962.0,32227,752,13.0,0.5407729187702284,0,24,Own,Auto,0
25,71194.0,45388,348,25.0,0.3413550231195709,0,12,Mortgage,Auto,1
21,129889.0,3124,409,10.0,0.40317265274230585,0,24,Rent,Home Improvement,1
64,92735.0,19703,667,13.0,0.49249808669611006,0,48,Mortgage,Personal,0
26,61525.0,17198,636,8.0,0.5500067617360354,0,12,Own,Personal,1
65,105263.0,48793,413,22.0,0.19260785907528052,0,12,Rent,Education,1
59,142493.0,32567,683,1.0,0.1809044797385996,0,36,Own,Personal,0
64,34040.0,39718,762,29.0,0.1624519723135837,2,12,Own,Personal,1
44,56724.0,46311,477,35.0,0.20297432235859855,0,36,Rent,Business,1
54,42474.0,19420,300,16.0,0.10071083601549505,0,24,Mortgage,Personal,0
25,113789.0,19317,396,6.0,0.12243373153129991,0,60,Rent,Personal,0
31,85097.0,11472,329,30.0,0.37066442963490187,0,36,Mortgage,Business,1
49,20339.0,45547,652,0.0,0.4034443408736038,0,60,Mortgage,Education,1
39,53941.0,1552,650,13.0,0.212365822085849,0,36,Mortgage,Business,0
50,31274.0,38476,626,33.0,0.4854578230177117,0,12,Rent,Personal,1
54,40494.0,22237,303,13.0,0.5255985437393809,0,24,Mortgage,Business,1
65,91796.0,26778,545,37.0,0.4227868184365856,0,24,Mortgage,Home Improvement,0
18,24616.0,34763,656,29.0,0.4035433906012753,1,48,Mortgage,Education,1
43,116492.0,19764,316,39.0,0.2896067073536205,1,48,Mortgage,Home Improvement,0
28,40936.0,27082,797,26.0,0.2444123252899131,0,12,Rent,Auto,1
44,120057.0,6054,387,18.0,0.5189077954050565,0,36,Own,Business,0
69,28353.0,44042,336,13.0,0.18606848674576512,0,12,Rent,Home Improvement,1
43,132549.0,11535,836,34.0,0.3642341697539373,2,12,Own,Education,0
45,88719.0,32354,761,32.0,0.1855958397952626,0,48,Rent,Personal,0
22,101478.0,39369,567,30.0,0.23749556489495946,0,60,Mortgage,Education,1
53,126695.0,33728,479,37.0,0.5935043751544796,0,48,Rent,Personal,1
62,74936.0,27178,395,38.0,0.26455171552388435,0,60,Own,Auto,1
55,32008.0,13962,425,12.0,0.31780990638497475,0,60,Rent,Business,1
56,133814.0,34891,533,31.0,0.521007759859254,0,36,Mortgage,Personal,1
39,43423.0,20157,674,,0.37773481050516955,0,36,Own,Business,0
26,118203.0,16948,842,38.0,0.26062608813167665,0,60,Own,Home Improvement,0
58,116453.0,22526,522,28.0,0.1054992005352299,1,60,Mortgage,Education,1
18,114564.0,14223,317,35.0,0.2655268392593405,0,48,Rent,Personal,0
43,79763.0,19231,474,2.0,0.1603367248007909,3,12,Own,Business,1
65,107705.0,41525,799,25.0,0.5213135994313165,3,12,Rent,Personal,1
53,107111.0,23158,802,17.0,0.4772985992788962,0,60,Rent,Education,0
39,138222.0,37580,722,,0.1853018038564134,0,36,Mortgage,Home Improvement,0
42,82485.0,13446,642,15.0,0.16742995233523586,0,60,Rent,Business,0
35,55375.0,21320,470,5.0,0.202509612436045,0,48,Rent,Auto,0
37,149979.0,19807,352,34.0,0.2048149439756731,1,48,Mortgage,Education,0
37,149045.0,33433,628,31.0,0.5405471981917229,0,36,Rent,Business,0
27,108830.0,7173,384,20.0,0.4802282196799331,0,24,Rent,Auto,1
67,140829.0,24916,724,30.0,0.17253775198993362,0,48,Rent,Education,1
30,111441.0,11796,341,30.0,0.315542608929509,1,12,Mortgage,Business,0
61,66803.0,12533,495,28.0,0.3371099735819505,1,36,Mortgage,Education,0
45,85841.0,22814,687,20.0,0.16256460776036283,1,60,Mortgage,Business,0
65,134187.0,10896,611,15.0,0.31507537648687867,1,12,Mortgage,Personal,0
26,85783.0,31846,798,21.0,0.5163785279355189,0,48,Mortgage,Personal,1
61,90251.0,34381,709,26.0,0.5437319617855458,0,60,Own,Home Improvement,0
31,30584.0,4901,754,11.0,0.15605507709420982,0,36,Own,Personal,1
66,117103.0,34823,563,12.0,0.3186143158305751,2,60,Mortgage,Education,1
21,140902.0,30610,639,33.0,0.29675721006522493,0,48,Rent,Personal,0
22,130541.0,36249,353,15.0,0.15254279758622144,0,12,Rent,Auto,0
46,29198.0,28766,496,2.0,0.3586900917267253,0,24,Mortgage,Personal,1
66,80554.0,26280,343,25.0,0.4145287992798169,0,48,Mortgage,Personal,1
39,37355.0,17486,448,19.0,0.5852893275988394,0,12,Mortgage,Business,1
29,82270.0,41274,756,34.0,0.22565948431315772,1,48,Rent,Home Improvement,0
22,82212.0,22604,482,27.0,0.25751037660734544,0,48,Own,Education,1
31,55281.0,42760,417,33.0,0.36067698759341127,0,60,Rent,Home Improvement,1
54,142318.0,40875,393,9.0,0.3405721798979877,0,24,Mortgage,Personal,0
25,68966.0,38159,824,36.0,0.5528416828854126,0,12,Mortgage,Personal,1
23,145666.0,26104,849,39.0,0.5629669261865493,0,48,Mortgage,Education,1
29,36056.0,4135,456,26.0,0.2787230245344623,1,12,Mortgage,Business,0
22,,11274,719,14.0,0.19552624322974335,0,60,Mortgage,Business,0
58,63945.0,16690,638,37.0,0.4799916846493756,0,12,Rent,Education,1
65,92230.0,6006,674,1.0,0.5348651675543271,0,36,Own,Home Improvement,1
57,115952.0,2145,552,12.0,0.45318010441880774,0,12,Own,Education,1
57,106858.0,35372,581,15.0,0.5426084646661867,0,48,Mortgage,Education,1
34,66760.0,7476,692,5.0,0.5565543934597748,0,36,Mortgage,Personal,0
46,49575.0,20728,695,14.0,0.433188262096202,0,24,Rent,Personal,1
34,82394.0,19970,802,1.0,0.4189364165367382,0,24,Own,Personal,1
60,142139.0,6307,773,4.0,0.5563461867222079,0,48,Rent,Auto,0
53,134515.0,28290,359,21.0,0.41283660619437934,0,12,Own,Home Improvement,0
27,29498.0,48500,682,4.0,0.5824470617389077,0,36,Mortgage,Home Improvement,1
28,118705.0,3027,771,10.0,0.11026125585625765,0,48,Rent,Personal,0
47,140210.0,11236,692,39.0,0.4869493344834115,2,12,Mortgage,Auto,1
61,95952.0,20171,830,1.0,0.10835304595578296,0,12,Rent,Personal,1
38,25390.0,21600,706,1.0,0.3286599781053555,0,24,Mortgage,Home Improvement,1
51,48612.0,23207,456,27.0,0.4627825986654339,0,60,Mortgage,Home Improvement,0
43,145082.0,11872,350,33.0,0.5536756357584345,0,48,Rent,Business,0
64,50975.0,5343,832,10.0,0.38084668742573735,1,12,Mortgage,Home Improvement,1
35,99372.0,15186,529,20.0,0.39222073207031793,0,12,Rent,Business,0
49,80615.0,18590,709,13.0,0.2317014944031924,0,24,Rent,Business,0
47,45658.0,24267,706,17.0,0.25108507667917046,0,24,Mortgage,Personal,0
34,79048.0,38804,505,36.0,0.4296127939504347,0,36,Rent,Home Improvement,0
19,109713.0,1785,840,10.0,0.22113809699234419,0,24,Mortgage,Business,1
24,44946.0,33080,321,17.0,0.33213151538799157,0,48,Mortgage,Personal,1
57,36104.0,15927,725,8.0,0.27993900616691714,0,60,Mortgage,Personal,0
28,57345.0,32036,421,34.0,0.2971355173921403,0,48,Mortgage,Education,1
61,89178.0,20201,553,7.0,0.41689409945364597,0,60,Rent,Business,0
43,65562.0,29234,630,33.0,0.10493041691080326,0,60,Mortgage,Home Improvement,0
29,33743.0,7226,730,29.0,0.5783841086074252,0,36,Rent,Education,0
25,138261.0,48032,587,34.0,0.3056703952075108,0,12,Mortgage,Personal,0
21,144348.0,10305,747,13.0,0.5374851022389311,2,24,Mortgage,Home Improvement,0
63,65567.0,7517,393,3.0,0.2717664722907458,2,60,Own,Education,0
38,30910.0,45895,532,6.0,0.5528398176884903,0,48,Rent,Personal,1
54,85696.0,44358,473,17.0,0.12701979617395118,0,36,Mortgage,Education,1
50,71363.0,8069,619,13.0,0.5990356267961185,1,24,Rent,Education,0
50,63239.0,42430,459,4.0,0.30328075171182967,0,24,Own,Business,1
47,42825.0,1915,596,17.0,0.3739731520353047,0,12,Rent,Personal,1
61,148682.0,38293,382,9.0,0.5576216550138411,0,12,Mortgage,Education,0
56,59109.0,5174,513,2.0,0.3759475697495729,0,60,Rent,Education,1
67,107780.0,31601,537,20.0,0.5777399034727075,0,60,Rent,Education,1
47,42614.0,43950,521,28.0,0.4652957165483086,0,48,Mortgage,Auto,1
51,148171.0,6599,569,36.0,0.5504399494940906,0,12,Mortgage,Home Improvement,0
58,101438.0,28683,756,22.0,0.21147335246676055,0,60,Mortgage,Personal,0
64,140636.0,40853,440,22.0,0.305156813821469,1,60,Mortgage,Auto,1
48,88783.0,32974,303,27.0,0.5120812694560133,0,60,Mortgage,Home Improvement,0
28,64449.0,8196,634,24.0,0.29702262759440956,0,36,Rent,Personal,0
31,42234.0,24746,604,2.0,0.4313002514401425,0,60,Mortgage,Home Improvement,1
59,119203.0,36016,491,20.0,0.28328085993574514,0,24,Rent,Home Improvement,0
49,51052.0,12346,633,4.0,0.2591626065281336,0,24,Own,Personal,0
38,112085.0,1878,476,21.0,0.5683860348435428,0,60,Own,Auto,0
35,54037.0,13898,570,29.0,0.4690731422336949,0,36,Mortgage,Personal,1
48,70423.0,27295,552,16.0,0.10124772680041458,1,24,Own,Personal,0
55,43212.0,3190,810,30.0,0.2861293209473761,0,60,Rent,Personal,0
25,25556.0,42300,640,31.0,0.5885071297999471,0,24,Own,Personal,1
64,100325.0,3930,386,36.0,0.5379370293002227,0,60,Mortgage,Personal,0
19,33796.0,39390,455,14.0,0.5087247572381504,0,36,Own,Home Improvement,1
62,130888.0,42282,787,38.0,0.4375812145488335,0,48,Mortgage,Home Improvement,0
51,78812.0,29499,786,26.0,0.4549001044820278,0,24,Rent,Business,1
20,139925.0,21378,723,22.0,0.20668595367743112,0,60,Mortgage,Personal,0
34,109362.0,5902,416,35.0,0.46910215180364445,0,12,Rent,Auto,0
57,91979.0,38610,721,17.0,0.42424167093506393,0,48,Mortgage,Education,1
39,23888.0,1177,558,15.0,0.5358177519614032,0,48,Own,Home Improvement,1
43,45080.0,19788,453,3.0,0.5187997837528852,0,24,Rent,Business,1
38,75910.0,36129,848,12.0,0.20419874010808495,0,48,Rent,Personal,0
25,93386.0,7744,545,11.0,0.41681621863305673,0,12,Mortgage,Personal,1
27,57719.0,5002,584,37.0,0.39195918927115747,0,12,Rent,Personal,1
53,41645.0,26343,611,5.0,0.4346289418536834,1,12,Own,Personal,0
54,123890.0,29493,566,26.0,0.14119062601063917,0,48,Own,Business,0
47,38319.0,34383,702,0.0,0.4939390508516268,0,36,Rent,Personal,0
27,47377.0,10776,615,29.0,0.2064827250007171,0,36,Mortgage,Personal,0
45,132019.0,44232,460,35.0,0.15220727423673888,0,60,Mortgage,Home Improvement,0
42,40704.0,31152,453,23.0,0.1839811981979386,0,60,Mortgage,Personal,0
23,33587.0,2195,807,20.0,0.19971442915197837,2,48,Rent,Home Improvement,1
35,82759.0,18790,811,10.0,0.40056399614812044,0,48,Mortgage,Auto,0
62,21415.0,41276,846,17.0,0.29673335937013956,1,60,Own,Auto,0
20,107019.0,41100,522,28.0,0.36028505343494044,0,60,Rent,Home Improvement,1
58,75300.0,44655,303,21.0,0.5192801816990088,2,48,Mortgage,Personal,1
46,128262.0,34835,543,8.0,0.29922944540991303,0,60,Rent,Education,1
37,39944.0,3177,306,19.0,0.3383319998097871,3,12,Mortgage,Personal,1
18,33336.0,46198,448,22.0,0.5498463101388031,0,12,Rent,Education,0
18,132787.0,18259,428,0.0,0.4538801529127019,0,60,Rent,Business,1
50,146853.0,49408,706,23.0,0.5591140278483034,3,36,Mortgage,Personal,0
47,110435.0,44798,661,21.0,0.503539578129366,0,48,Rent,Home Improvement,0
69,71412.0,18813,433,20.0,0.3070139618776804,0,60,Own,Auto,1
38,74433.0,22401,335,34.0,0.1737068832422137,0,48,Mortgage,Business,0
54,125171.0,40731,365,23.0,0.33815263434743104,0,24,Rent,Home Improvement,1
27,45836.0,37438,638,14.0,0.5945749553333363,0,48,Rent,Business,1
19,126513.0,32190,306,34.0,0.13501371924993041,0,48,Mortgage,Personal,1
61,44379.0,26068,835,36.0,0.5272102046906973,0,48,Rent,Education,1
33,136506.0,43115,811,2.0,0.42067048074499824,0,60,Rent,Personal,0
58,99772.0,32365,825,13.0,0.31341420380716034,0,12,Rent,Education,0
23,120043.0,5052,558,26.0,0.1407271073672002,0,12,Own,Auto,0
28,28459.0,39894,331,26.0,0.4136383202982571,0,48,Mortgage,Home Improvement,1
38,37442.0,41920,698,,0.16785703850050268,1,48,Rent,Personal,1
22,64518.0,29633,530,10.0,0.44775523822913743,0,24,Rent,Personal,1
66,35700.0,26196,838,22.0,0.44959168749514766,0,48,Rent,Home Improvement,1
33,108102.0,2132,728,22.0,0.5724085357750035,0,36,Rent,Auto,0
42,113499.0,8178,348,14.0,0.28117580935473396,1,60,Own,Personal,0
22,27934.0,30845,824,28.0,0.284936769306839,0,24,Rent,Auto,0
50,77548.0,45002,604,39.0,0.3967980674741105,0,24,Mortgage,Education,0
66,32493.0,6337,735,22.0,0.3109653153658899,0,60,Mortgage,Business,0
35,47256.0,11455,396,25.0,0.16348507474196636,0,24,Mortgage,Personal,1
20,82439.0,37642,786,38.0,0.3437380723267208,0,12,Rent,Auto,0
62,62588.0,49855,764,34.0,0.4314979481994504,0,48,Rent,Home Improvement,1
59,132244.0,18259,826,37.0,0.32727170126377036,1,24,Own,Home Improvement,0
68,124251.0,17958,734,35.0,0.5806472605704583,0,48,Mortgage,Home Improvement,0
49,24206.0,20348,541,15.0,0.5005263873864143,0,36,Rent,Home Improvement,1
55,70670.0,35606,718,13.0,0.23960376948213422,0,48,Mortgage,Auto,1
43,130383.0,18668,369,14.0,0.2920882776022087,0,24,Own,Auto,0
61,34859.0,31585,723,23.0,0.42929759059423567,0,24,Mortgage,Personal,1
24,149915.0,11773,773,28.0,0.24204503015940357,1,12,Rent,Auto,0
32,73798.0,17155,685,17.0,0.23744254580369975,0,60,Rent,Education,0
29,27661.0,37189,758,11.0,0.2893685736302194,0,36,Mortgage,Auto,1
68,37225.0,40696,553,24.0,0.1809434116782935,0,60,Mortgage,Business,1
56,94697.0,2071,641,5.0,0.5310154371467549,0,12,Mortgage,Auto,0
21,21619.0,13885,456,15.0,0.16445252694081872,0,12,Mortgage,Auto,1
54,88300.0,44369,523,36.0,0.5651197455215268,0,24,Mortgage,Auto,1
61,91120.0,9805,627,5.0,0.5771194316591468,0,12,Own,Personal,1
32,44419.0,2527,450,8.0,0.16582030793912997,0,24,Rent,Personal,1
40,50569.0,31175,410,34.0,0.45725054628392514,0,36,Mortgage,Auto,1
19,114501.0,11884,761,17.0,0.3277014017748322,0,60,Mortgage,Personal,0
52,138045.0,43267,408,6.0,0.13191434479532896,2,24,Rent,Business,1
46,149417.0,16826,312,36.0,0.5564369214882318,0,36,Rent,Business,1
50,22700.0,27074,757,20.0,0.5649914088307882,0,48,Mortgage,Business,1
43,55860.0,6527,786,15.0,0.5656388030691378,0,24,Own,Personal,1
28,80494.0,49009,468,2.0,0.299757149023408,0,12,Rent,Personal,1
30,130615.0,1537,839,6.0,0.5770102261678879,0,60,Rent,Home Improvement,0
40,39205.0,23947,724,15.0,0.1984335755054036,0,60,Rent,Home Improvement,1
46,147000.0,11670,577,26.0,0.10690773823598129,1,48,Own,Personal,1
68,77782.0,12725,569,4.0,0.17404391902008012,0,48,Rent,Home Improvement,1
62,97649.0,23289,357,8.0,0.4926337805044433,0,48,Own,Education,1
34,68450.0,21028,432,31.0,0.446693763807656,0,60,Own,Personal,1
66,32989.0,2579,538,27.0,0.1806184042173228,0,24,Mortgage,Personal,0
66,121683.0,17119,765,12.0,0.5615661596702863,1,24,Mortgage,Auto,0
63,119456.0,2883,567,,0.5021609707170606,0,36,Rent,Auto,1
63,113523.0,24105,325,,0.2956950132349998,0,36,Own,Personal,1
36,27506.0,42026,829,4.0,0.5843453887153223,0,36,Rent,Personal,0
56,144858.0,38273,379,8.0,0.41402726557521263,0,60,Mortgage,Personal,1
62,114101.0,33588,630,17.0,0.3352324913088012,2,48,Mortgage,Education,1
54,67196.0,15410,482,12.0,0.516459139064315,0,12,Rent,Business,0
55,92692.0,48033,572,23.0,0.5392224564755397,0,60,Own,Education,1
39,107227.0,41504,494,21.0,0.17927354337467458,1,12,Mortgage,Auto,0
66,42951.0,23470,473,21.0,0.16570268590273188,2,24,Own,Home Improvement,0
40,38328.0,42397,571,23.0,0.40270006687526205,0,60,Own,Personal,1
35,141790.0,24885,310,23.0,0.440443630000215,0,36,Mortgage,Auto,1
49,104942.0,2080,374,22.0,0.2065692376795216,0,24,Rent,Education,0
66,125262.0,25356,641,18.0,0.34725978148514225,0,60,Rent,Personal,1
60,99429.0,29130,358,2.0,0.30314030461447516,0,60,Mortgage,Education,1
24,133120.0,12060,413,5.0,0.38915332472386455,2,60,Mortgage,Personal,1
49,33978.0,13705,583,8.0,0.5955240863994751,0,60,Rent,Education,1
39,39870.0,14410,681,30.0,0.262232745636945,0,12,Rent,Auto,0
23,135625.0,44040,800,0.0,0.49885328674368834,0,12,Mortgage,Auto,0
37,139353.0,14014,615,34.0,0.2811967260069056,0,24,Rent,Auto,0
26,45127.0,37043,395,22.0,0.5065526896972634,0,60,Rent,Home Improvement,0
63,85881.0,38710,536,19.0,0.5800877193591666,0,12,Mortgage,Business,1
20,29554.0,34118,584,36.0,0.3352231569368156,0,24,Mortgage,Education,0
63,48917.0,19114,799,21.0,0.47759612981287247,0,48,Mortgage,Business,0
61,55304.0,23172,406,35.0,0.15938370647031,0,12,Rent,Auto,1
68,89272.0,48368,701,26.0,0.2962538452757013,0,24,Mortgage,Home Improvement,0
65,124583.0,32513,454,14.0,0.39344465871275236,0,36,Rent,Personal,1
36,116396.0,47815,652,4.0,0.38104095071803645,0,36,Own,Auto,0
62,85494.0,21203,794,23.0,0.5979587074386921,3,36,Mortgage,Business,0
39,116040.0,24528,808,28.0,0.49864982909099687,0,60,Rent,Business,0
55,58008.0,15053,302,1.0,0.3625266039007833,0,48,Own,Home Improvement,1
63,44284.0,29002,336,20.0,0.5243596644638071,0,48,Rent,Home Improvement,1
36,25974.0,6150,720,2.0,0.2677309570705779,0,36,Own,Education,0
37,105291.0,14684,424,38.0,0.23717508192768486,0,36,Own,Personal,0
45,78766.0,41241,462,23.0,0.1197977858995389,1,36,Mortgage,Personal,1
43,123556.0,14472,679,4.0,0.138244886627066,0,60,Mortgage,Auto,0
53,138808.0,42505,439,18.0,0.4838857850967362,0,36,Own,Personal,0
63,140055.0,7959,446,23.0,0.5702796303784224,0,36,Own,Personal,1
50,144902.0,31423,438,34.0,0.42524999225697024,0,48,Rent,Business,0
65,120582.0,18548,348,2.0,0.37600213994265885,0,12,Own,Business,0
47,102142.0,29940,617,0.0,0.33609180331723376,0,48,Mortgage,Personal,1
48,,38705,507,36.0,0.22354394240160577,0,36,Mortgage,Home Improvement,1
35,97857.0,33567,622,2.0,0.10265125546642304,0,12,Rent,Education,0
36,149746.0,12243,432,4.0,0.43353410912589374,0,48,Rent,Business,0
41,145688.0,24206,541,23.0,0.445851708937673,1,24,Own,Home Improvement,0
56,113577.0,14374,571,36.0,0.547717550378053,0,36,Rent,Auto,1
49,61864.0,7410,625,29.0,0.48442763534490685,0,24,Rent,Personal,1
33,96118.0,28338,481,23.0,0.11934512725011917,0,12,Rent,Personal,1
53,105589.0,12222,776,21.0,0.5899701272824022,0,24,Rent,Home Improvement,0
62,34678.0,39815,490,21.0,0.21050144616232389,0,24,Own,Personal,1
27,113644.0,17044,419,16.0,0.48876478248861566,0,24,Own,Business,0
26,25243.0,43459,577,28.0,0.5842628157556095,1,48,Mortgage,Home Improvement,0
27,89543.0,15992,807,8.0,0.41702418821818255,0,48,Mortgage,Business,0
22,130269.0,38055,577,31.0,0.23875939527392034,0,48,Own,Business,0
41,58463.0,46125,453,14.0,0.4506191389521138,1,36,Mortgage,Business,1
21,144798.0,38637,531,15.0,0.4188557119433568,2,12,Mortgage,Personal,1
66,148667.0,32403,554,7.0,0.43515294064537613,0,48,Rent,Personal,0
33,102328.0,48931,472,8.0,0.5573449105722388,0,60,Own,Personal,1
21,75958.0,2178,658,36.0,0.3324775118088652,0,60,Own,Personal,0
67,95547.0,36657,611,24.0,0.3678151426524122,3,12,Mortgage,Personal,0
21,136936.0,21845,827,15.0,0.4288981325128747,0,12,Rent,Business,1
52,134036.0,35440,478,15.0,0.21889421055578565,0,36,Mortgage,Personal,0
65,33417.0,4374,447,33.0,0.19182192493419872,0,60,Rent,Personal,1
41,23606.0,15678,694,1.0,0.1844785205506593,0,12,Rent,Education,0
44,137847.0,34165,481,34.0,0.16378427360771566,0,60,Mortgage,Education,1
51,26844.0,43665,578,8.0,0.44765283880114826,0,12,Mortgage,Personal,1
30,56880.0,32773,769,28.0,0.4633695658648138,0,24,Rent,Auto,0
49,90482.0,44127,813,36.0,0.1566345415794612,0,12,Rent,Personal,0
23,50643.0,30227,375,29.0,0.5290270895031728,0,48,Mortgage,Business,1
55,96424.0,31099,792,29.0,0.22724545384831543,0,24,Mortgage,Auto,1
21,57784.0,40070,538,11.0,0.35576547223800703,0,12,Mortgage,Business,0
39,121351.0,47260,320,34.0,0.2993004777204522,0,36,Rent,Home Improvement,1
37,82473.0,44479,451,23.0,0.2507572676197668,0,24,Mortgage,Education,1
60,57713.0,9985,424,8.0,0.22372180949080603,1,48,Own,Personal,1
55,114602.0,14208,776,18.0,0.5809165831456599,0,60,Rent,Home Improvement,0
62,81804.0,27804,543,11.0,0.39264782019113,0,48,Mortgage,Auto,0
22,69993.0,39343,811,22.0,0.46486774995919755,1,60,Rent,Personal,0
31,142082.0,38386,488,16.0,0.5099384559130391,0,60,Rent,Home Improvement,0
69,82860.0,35132,672,32.0,0.15669035480350116,0,24,Own,Education,0
55,103183.0,21620,503,21.0,0.1608097293567781,0,36,Mortgage,Education,1
48,96960.0,39554,472,1.0,0.5273600682052967,0,12,Rent,Education,1
55,23730.0,12684,426,3.0,0.2899273143812261,0,12,Mortgage,Auto,1
43,21843.0,14754,398,28.0,0.2717156908948749,0,60,Mortgage,Auto,1
58,104568.0,48710,599,37.0,0.5141990597492408,0,36,Mortgage,Auto,1
25,90519.0,3521,318,9.0,0.49948844501952927,2,48,Rent,Personal,1
26,32135.0,33044,765,14.0,0.3731369105056296,0,36,Rent,Education,0
41,137960.0,30402,306,5.0,0.46282773182193315,0,48,Rent,Education,1
45,108708.0,27175,375,2.0,0.3885585786129756,0,24,Own,Home Improvement,0
58,116636.0,44855,777,35.0,0.11576109265355647,0,24,Own,Business,0
44,126487.0,23064,667,22.0,0.22211266679968908,0,36,Rent,Personal,0
66,107535.0,10512,706,30.0,0.5757804262695079,0,48,Mortgage,Business,0
54,116119.0,10627,389,33.0,0.10598934473508217,0,48,Rent,Education,0
29,117170.0,17846,777,36.0,0.5643956086448828,0,48,Rent,Home Improvement,0
28,135441.0,49241,450,19.0,0.15969538863285418,0,60,Rent,Business,0
40,38363.0,22812,545,15.0,0.28005454429582133,0,48,Own,Business,1
66,39305.0,36301,735,37.0,0.5003457317871427,0,60,Rent,Education,1
52,33869.0,16451,404,14.0,0.1776033895896417,0,60,Mortgage,Home Improvement,1
24,51604.0,4921,619,27.0,0.39877218726360997,0,36,Own,Auto,0
64,43968.0,45624,750,17.0,0.2709450585310188,0,36,Rent,Personal,0
27,144967.0,18297,452,35.0,0.14059085269584645,0,36,Rent,Personal,1
68,131086.0,36224,572,9.0,0.5097615610479682,0,24,Mortgage,Personal,0
25,78327.0,22873,739,35.0,0.16627205256253788,3,12,Rent,Personal,1
38,140527.0,25608,432,23.0,0.5005014488177965,0,12,Rent,Education,1
50,86586.0,26392,733,14.0,0.5665827874857546,2,48,Mortgage,Business,0
29,119689.0,29568,588,36.0,0.5836017279210968,0,12,Rent,Business,0
58,75121.0,16205,832,38.0,0.40270829217587456,0,24,Mortgage,Personal,1
62,114234.0,49755,405,9.0,0.33097402406238097,0,36,Mortgage,Personal,0
29,146908.0,3801,459,15.0,0.22252819462687148,0,12,Rent,Personal,0
27,46950.0,45875,572,15.0,0.22031261336469285,1,48,Own,Education,1
58,93058.0,23169,375,30.0,0.49507898528472394,0,36,Mortgage,Business,1
31,133309.0,16919,611,23.0,0.1467465058272154,0,48,Mortgage,Home Improvement,0
35,94514.0,17939,721,2.0,0.4235311035245247,0,48,Mortgage,Personal,0
30,132963.0,40237,556,7.0,0.13338806910624165,0,12,Mortgage,Business,1
